"","Name","Project","Score"
"2001","project-27123","TU1105",0.2313010978491
"2194","project-28189","TD1001",0.231179620594564
"4178","project-6023","FA1208",0.231150448631826
"4116","project-5929","CM1302",0.231056905811609
"3030","project-31693","IS1103",0.231037900782128
"3839","project-34595","CM1104",0.230931027968751
"1951","project-26984","FA1304",0.230841673607423
"3643","project-33985","ES1406",0.230778063152499
"3941","project-35002","FA1001",0.230776428783966
"2563","project-29930","MP1105",0.230761716721908
"1744","project-25614","CM1302",0.230760937794497
"4634","project-7110","ES1004",0.230746542661489
"672","project-16899","TU1401",0.230435537106975
"3136","project-32209","FP1206",0.230237989995512
"3009","project-31608","IS1201",0.23001777995176
"4389","project-6512","FP1006",0.229868239340031
"1618","project-24653","ES1408",0.2295066386399
"1229","project-22201","MP1006",0.22948910587571
"1051","project-20948","TU1105",0.229454249246539
"3336","project-32860","ES1206",0.229453089313942
"3725","project-34262","MP1004",0.229429066751289
"2622","project-30226","IC1002",0.229378724157831
"732","project-17864","IC1306",0.229331844819991
"1857","project-26444","CM1305",0.229282857073509
"4166","project-6005","IC1304",0.229200495865051
"4903","project-7874","MP1104",0.229152778301905
"1316","project-22705","FA1401",0.228678122844549
"1934","project-26877","FA1208",0.228537426692301
"2288","project-28630","IC1306",0.228420824715823
"1408","project-23171","CM1305",0.228071910412741
"626","project-16517","IS1406",0.2280375963368
"861","project-18979","TU1304",0.227825554763213
"1204","project-22070","CM1106",0.227762858396759
"3034","project-31709","TU1406",0.227471793352658
"5010","project-8486","MP1006",0.227398804619259
"2621","project-30223","ES1402",0.227394804228576
"4929","project-7903","MP1006",0.227352611972109
"216","project-11636","CM1402",0.227344132737171
"3442","project-33243","FP1105",0.227319869542883
"4585","project-7021","IS1107",0.227243716637477
"1438","project-23368","MP1301",0.227049099597715
"188","project-11498","MP1305",0.226890614622449
"5007","project-8457","MP1201",0.226863379669037
"1278","project-22502","CM1104",0.226682473065593
"2082","project-27493","CM1003",0.226666054829632
"4060","project-5717","ES1203",0.226231598694381
"1743","project-25595","TU1002",0.226215965497631
"1369","project-22982","ES1402",0.226074524195118
"96","project-10877","TD1103",0.225980688018609
"187","project-11497","CM1005",0.225909329954887
"2708","project-30515","IS1203",0.225902778260864
"849","project-189","MP1201",0.225811952658962
"4714","project-7279","ES1204",0.225781749665116
"3074","project-31859","IC1304",0.225771943047223
"4872","project-7843","CM1302",0.225516194653126
"2882","project-31211","ES1302",0.22551025745961
"2501","project-29587","MP1305",0.225496393024468
"1914","project-26788","ES1206",0.225487388110787
"1118","project-21446","ES1402",0.225378102228557
"2854","project-31126","CM1104",0.225284673387515
"719","project-17692","TU1408",0.225209908148941
"3014","project-31616","ES1406",0.225158645176342
"3701","project-34181","TD1006",0.225149367723516
"1527","project-23856","ES1404",0.225041238275955
"3252","project-32596","MP1305",0.224942110959269
"1065","project-21114","IC1002",0.224913136655547
"2919","project-31328","TU1204",0.224874228947331
"3811","project-34499","FP1304",0.224590048512499
"4876","project-7847","CM1402",0.223803701602182
"1255","project-22330","IC1408",0.223720291414125
"2260","project-28497","TU1202",0.223702346687319
"1676","project-25071","CM1106",0.223680819002933
"211","project-11628","CM1402",0.223658645839033
"537","project-15481","FA1006",0.223452991685605
"3969","project-35106","TU1201",0.223385194979809
"1805","project-26146","BM1209",0.223353597027593
"2165","project-28086","IC1005",0.223323053238975
"2175","project-28125","TD1001",0.223307409791269
"1024","project-20689","ES1402",0.223196215514661
"3183","project-32387","FA1407",0.223183144671317
"1110","project-21374","CM1101",0.22316848249709
"2626","project-30231","TD1006",0.223121814484561
"79","project-10733","FA1202",0.223010554973332
"3379","project-32995","IC1002",0.22296918971881
"4760","project-7484","MP1209",0.222869634142755
"1588","project-24468","ES1206",0.222851064746189
"153","project-11134","IS1203",0.222838503264308
"3806","project-34486","TU1204",0.222768127586204
"1455","project-23411","IS1406",0.222730685583744
"2838","project-31038","TU1204",0.222665273286884
"808","project-18599","MP1104",0.222557272869102
"431","project-13998","MP1305",0.222377654392581
"3715","project-34237","MP1401",0.222377380847863
"1240","project-22238","IS1105",0.222171598743003
"1406","project-23165","FA1103",0.222129004923185
"3097","project-31947","FA1202",0.222102844994291
"985","project-20316","TD1001",0.222092847263177
"1094","project-21259","MP1002",0.222068291312885
"2256","project-28488","MP1305",0.222005562985723
"4043","project-501","ES1402",0.222001854714157
"2977","project-31485","FA1006",0.221839709761751
"38","project-10275","MP1006",0.221810709315119
"3098","project-31949","FP1201",0.221768863452834
"1605","project-24569","TU1102",0.221756501150222
"5025","project-8753","MP1006",0.22172455389234
"3285","project-32713","IC1307",0.221641337676427
"2351","project-28955","CM1001",0.22140228914985
"991","project-20361","ES1308",0.221394969499826
"1540","project-23919","CM1106",0.220892362779021
"3816","project-34523","TD1006",0.220727689372586
"1722","project-25469","MP1104",0.220691258379348
"3756","project-34351","CM1305",0.220597804509126
"2301","project-28702","TU1201",0.220579898140146
"2768","project-30767","CM1201",0.220553763729191
"4844","project-7807","MP1104",0.220543363382871
"3166","project-32359","MP1005",0.220447458287698
"507","project-14922","BM1104",0.22028704896428
"4631","project-7104","ES1302",0.220286813519622
"3592","project-33848","CM1406",0.220273995608791
"5056","project-9089","CM1004",0.220253821235354
"688","project-17264","FA1402",0.219933135106552
"4735","project-7425","TU1206",0.219865156629266
"3972","project-35117","FA1006",0.219806393514225
"971","project-20254","MP1207",0.219801875993672
"2022","project-27226","FA1002",0.219798361357469
"2631","project-30253","ES1406",0.219798026065327
"1419","project-23284","MP1305",0.219784837339184
"370","project-13300","CM1206",0.219739026687527
"875","project-19186","MP1207",0.219705186532625
"2332","project-28862","BM1007",0.219642005213816
"137","project-11079","CM1001",0.219530500836757
"116","project-10945","CM1303",0.219470686684873
"2891","project-31228","FP1304",0.219346449396431
"2471","project-29462","TD1202",0.21925941824921
"731","project-17861","IC1408",0.219039992476006
"3027","project-31677","ES1203",0.218749035913394
"2898","project-31241","CM1004",0.218586955587662
"2481","project-29490","FP1204",0.218476199501105
"1848","project-26364","MP1301",0.218453878787454
"496","project-14669","ES1301",0.218381014026474
"3553","project-33718","TU1201",0.218345047187442
"1706","project-25280","TU1209",0.218242541079719
"422","project-13906","CM1302",0.218210095453635
"1113","project-21393","IC1202",0.218191108710915
"234","project-11814","IS1007",0.218063752489908
"968","project-20227","MP1106",0.217933228286467
"421","project-13900","CM1302",0.217758585625309
"2873","project-31199","FP1002",0.217562243284179
"519","project-15250","CM1303",0.217548738915729
"2050","project-27318","ES1406",0.21746140270303
"3399","project-33058","ES1206",0.217372440975985
"4830","project-7793","CM1402",0.217129687163086
"1791","project-26123","FP1204",0.217083778090049
"2619","project-30220","ES1402",0.217007542767943
"1182","project-21877","BM1006",0.216843807453571
"54","project-10396","CM1402",0.216617907466234
"3569","project-33775","TU1401",0.216567059764379
"3288","project-32726","MP1207",0.21649688429533
"3892","project-34880","FP1104",0.216459399157601
"387","project-13573","FA1006",0.216394591611291
"398","project-13643","BM1205",0.216359633681151
"4313","project-6352","ES1204",0.216311881576637
"3989","project-35172","FA1401",0.215595531455591
"4643","project-7144","FP1305",0.215532957845219
"2276","project-28563","MP1106",0.215473120776864
"1731","project-25511","BM1402",0.215369638920079
"1956","project-26997","TU1001",0.215313715305536
"2488","project-29523","MP1201",0.215280048306835
"3810","project-34498","MP1002",0.215169770543585
"3465","project-33315","FA1106",0.215165330999756
"4065","project-5812","FA1001",0.214993829628843
"77","project-10724","CM1001",0.214929656968183
"3841","project-34597","TD1208",0.214847438011769
"4688","project-7246","IC1207",0.214707536402659
"3215","project-32483","TU1405",0.214681076417486
"4266","project-6261","TD1106",0.214647855809084
"3176","project-32375","TD1006",0.214539894240097
"4461","project-6693","FP1206",0.214484181050786
"2745","project-30644","MP1305",0.214410481860088
"704","project-17511","IC1208",0.214364266898153
"2021","project-27222","TU1004",0.21436227972433
"2423","project-29256","MP1209",0.21431464314973
"2795","project-30859","TU1408",0.214271449002165
"915","project-19585","CM1207",0.214258358879634
"2440","project-29315","TD1001",0.214040641112119
"4672","project-7230","IC1407",0.213724137758567
"4434","project-6619","IC1405",0.213687122860092
"1151","project-21724","CM1003",0.21362836165803
"1779","project-26003","MP1209",0.213499872397216
"2676","project-30408","MP1005",0.213318976554687
"1410","project-23186","CM1305",0.213260167668603
"3447","project-33261","FP1304",0.213143050542521
"2517","project-29650","ES1309",0.213042713711058
"29","project-10203","FP1404",0.213040873598847
"1457","project-23416","TU1201",0.212964854445062
"4944","project-7926","MP1201",0.21296395683678
"5057","project-9109","ES1309",0.212963049235998
"236","project-11833","CM1003",0.212912301944954
"735","project-17879","FA1307",0.212692711529393
"1937","project-26920","ES1005",0.212423670468708
"530","project-15386","MP1201",0.212062198570583
"4418","project-6603","IC1001",0.212009985145345
"757","project-18112","BM1406",0.211960797009428
"1370","project-22988","ES1402",0.21193155297329
"522","project-15264","IS1101",0.21183251090552
"2201","project-28227","TD1006",0.211766537742171
"4448","project-6648","MP1305",0.211763938115285
"3180","project-32383","IS1406",0.211723630531803
"2073","project-27473","CM1001",0.211510737170834
"4424","project-6609","IC1302",0.211384160956477
"4423","project-6608","IC1302",0.211384160956477
"1489","project-23641","CM1001",0.211370257972471
"1154","project-21736","CM1001",0.211353416140915
"2427","project-29263","TD1304",0.211226395698077
"3134","project-32199","TU1002",0.211223336527034
"3322","project-32816","TD1006",0.211219582049428
"2918","project-31327","FP1403",0.211131171983556
"935","project-19843","MP1001",0.211115349909428
"528","project-15381","CM1305",0.211002792813382
"2309","project-28743","FA1208",0.210975102663281
"2842","project-31052","CM1003",0.210940755561531
"1131","project-21584","IC1202",0.210912887529534
"4193","project-6116","IC1102",0.210852002557696
"231","project-11740","MP1005",0.210788288681831
"2576","project-29976","ES1104",0.210713789355103
"2859","project-31157","ES1104",0.210549815556213
"2118","project-27684","ES1005",0.210419585786889
"2270","project-28555","TD1001",0.210314189796512
"3290","project-32733","IS1209",0.210192391134825
"4603","project-7059","IS1002",0.210111220742503
"4181","project-6026","ES1405",0.210078495574396
"544","project-15513","BM1102",0.20997382683267
"1987","project-27090","CM1005",0.209920631501494
"1898","project-26730","TD1001",0.209880273647827
"2609","project-30182","FP1304",0.209872653422368
"461","project-14307","IS1205",0.209823403124592
"4946","project-7928","MP1201",0.209719114803273
"1583","project-24409","CM1003",0.209595686868149
"554","project-15624","ES1104",0.209450287567351
"1010","project-20504","FA1208",0.20940953288358
"4046","project-547","FP1305",0.209332292668681
"3699","project-34176","FP1204",0.209301631597396
"2946","project-31401","ES1406",0.209294316008611
"1973","project-27042","MP1102",0.20926502218448
"4543","project-6877","CM1001",0.208874531255128
"4608","project-7064","FP1104",0.20879481549414
"3067","project-31825","BM1203",0.208758565819452
"979","project-203","MP1209",0.208698892931738
"3809","project-34495","TU1408",0.208675618925147
"49","project-10376","ES1005",0.208667988749231
"2272","project-28558","CM1004",0.208321067994184
"4843","project-7806","MP1104",0.208290947894367
"1966","project-27026","FA1302",0.208286468981032
"2058","project-27371","MP1305",0.208255040730483
"1577","project-24317","MP1005",0.208168365069708
